TIENDA_ID,LATITUD_NUM,LONGITUD_NUM,estado,municipio,cp
977,26.03871,-98.28171,Tamaulipas,Reynosa,88500
978,26.08548,-98.29332,Tamaulipas,Reynosa,88500
979,25.98337,-98.08285,Tamaulipas,Río Bravo,88900
981,26.05409,-98.35069,Tamaulipas,Reynosa,88500
982,26.06513,-98.31539,Tamaulipas,Reynosa,88500
983,25.99992,-98.25808,Tamaulipas,Reynosa,88500
984,26.06213,-98.33027,Tamaulipas,Reynosa,88500
985,26.02486,-98.24565,Tamaulipas,Reynosa,88500
986,26.01805,-98.26513,Tamaulipas,Reynosa,88500
987,26.06031,-98.32753,Tamaulipas,Reynosa,88500
988,26.03533,-98.29644,Tamaulipas,Reynosa,88500
989,26.0434,-98.32001,Tamaulipas,Reynosa,88500
991,26.01263,-98.24741,Tamaulipas,Reynosa,88500
992,26.10101,-98.31804,Tamaulipas,Reynosa,88500
993,26.06883,-98.3598,Tamaulipas,Reynosa,88500
994,26.08696,-98.33805,Tamaulipas,Reynosa,88500
995,26.03482,-98.40996,Tamaulipas,Reynosa,88733
996,25.98884,-98.27356,Tamaulipas,Reynosa,88799
997,25.99333,-98.27173,Tamaulipas,Reynosa,88799
998,26.07585,-98.26928,Tamaulipas,Reynosa,88500
999,26.02147,-98.28373,Tamaulipas,Reynosa,88500
1001,26.01288,-98.26235,Tamaulipas,Reynosa,88500
1002,26.0228,-98.28886,Tamaulipas,Reynosa,88500
1003,25.9956,-98.2471,Tamaulipas,Reynosa,88500
1004,26.09947,-98.32143,Tamaulipas,Reynosa,88500
1005,26.06356,-98.31124,Tamaulipas,Reynosa,88500
1006,26.02128,-98.25349,Tamaulipas,Reynosa,88500
1007,25.98434,-98.20065,Tamaulipas,Reynosa,88780
1008,26.08637,-98.32248,Tamaulipas,Reynosa,88500
1009,26.0701,-98.30796,Tamaulipas,Reynosa,88500
1011,26.08553,-98.33515,Tamaulipas,Reynosa,88500
1012,26.00514,-98.25797,Tamaulipas,Reynosa,88500
1013,26.05979,-98.41287,Tamaulipas,Reynosa,88715
1014,26.02676,-98.27125,Tamaulipas,Reynosa,88500
1015,26.02408,-98.39976,Tamaulipas,Reynosa,88733
1016,25.96921,-98.26604,Tamaulipas,Reynosa,88799
1017,26.04827,-98.31403,Tamaulipas,Reynosa,88500
1018,26.08398,-98.30804,Tamaulipas,Reynosa,88500
1019,26.03387,-98.39449,Tamaulipas,Reynosa,88733
1021,25.98395,-98.19187,Tamaulipas,Reynosa,88780
1022,26.07911,-98.32554,Tamaulipas,Reynosa,88500
1023,26.05529,-98.28269,Tamaulipas,Reynosa,88500
1024,25.99884,-98.23915,Tamaulipas,Reynosa,88500
1025,26.04769,-98.40773,Tamaulipas,Reynosa,88715
1026,26.03266,-98.35633,Tamaulipas,Reynosa,88500
1027,26.05567,-98.32805,Tamaulipas,Reynosa,88500
1028,26.06235,-98.37929,Tamaulipas,Reynosa,88500
1029,26.03387,-98.25722,Tamaulipas,Reynosa,88500
1031,26.40193,-99.03187,Tamaulipas,Miguel Alemán,88302
1032,26.0948,-98.2772,Tamaulipas,Reynosa,88500
1033,26.02971,-98.28762,Tamaulipas,Reynosa,88500
1034,26.0852,-98.37643,Tamaulipas,Reynosa,88500
1035,26.01175,-98.28564,Tamaulipas,Reynosa,88500
1036,26.09085,-98.324,Tamaulipas,Reynosa,88500
1037,25.96746,-98.25733,Tamaulipas,Reynosa,88799
1038,26.05081,-98.40391,Tamaulipas,Reynosa,88715
1039,26.05491,-98.31887,Tamaulipas,Reynosa,88500
1041,25.98343,-98.09802,Tamaulipas,Río Bravo,88900
1042,25.9756,-98.05814,Tamaulipas,Río Bravo,88920
1043,26.05884,-98.34364,Tamaulipas,Reynosa,88500
1044,25.98861,-98.12478,Tamaulipas,Río Bravo,88950
1045,25.98755,-98.05539,Tamaulipas,Río Bravo,88920
1046,26.09036,-98.28066,Tamaulipas,Reynosa,88500
1047,26.07928,-98.29009,Tamaulipas,Reynosa,88500
1048,26.03145,-98.38466,Tamaulipas,Reynosa,88500
1049,26.00607,-98.12218,Tamaulipas,Río Bravo,88950
1051,26.03374,-98.29404,Tamaulipas,Reynosa,88500
1052,26.06517,-98.3448,Tamaulipas,Reynosa,88500
1053,26.04132,-98.29259,Tamaulipas,Reynosa,88500
1054,26.09605,-98.29327,Tamaulipas,Reynosa,88500
1055,26.01132,-98.3814,Tamaulipas,Reynosa,88500
1056,26.03571,-98.342,Tamaulipas,Reynosa,88500
