"tiend_d","plaz_cv","nvlscc_","entrn_d","mts2vn_","prtsrf_","cjnsst_","sgmnt__","ld_bcc_","dataset","met_vnt","prcntj_","vnt_prm","dst_crc","nm_scls","nm_brrt","num_spr","nm_frmc","num_fcn","nm_stbl","nm_gsln","num_cmp","cvegeo","cve_ent","cve_mun","cve_agb","ambito","nom_ent","nom_mun","p6a11_n","p12a14n","p18ym_p","grapros","pocupad","pea","pder_ss","pobtot","p_18yms","p_18a24","p_60yms","pob0_14","pb15_64","pb65_ms","tothog","pobhog","vivtot","tvivhab","tvivpar","vvpr_hb","prom_cp","vph_ntr","lq_oxxo","lq_sevn","lq_brrt"
862,4,"C","Hogar",109.079797979798,12.1102941176471,9.00887573964497,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,50,427229.97,550.536965152412,4,13,0,0,0,86,0,1,"1903100010073","19","31","0073","Urbana","Nuevo León","Juárez",12,10,988,10.23,1435,1446,2460,2918,2007,335,252,792,1941,185,821,2918,1128,821,1022,715,3.55,571,2.76700167504188,0,0.740540944411237
862,4,"C","Hogar",109.079797979798,12.1102941176471,9.00887573964497,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,50,427229.97,550.536965152412,4,13,0,0,0,86,0,1,"1903100010073","19","31","0073","Urbana","Nuevo León","Juárez",12,10,988,10.23,1435,1446,2460,2918,2007,335,252,792,1941,185,821,2918,1128,821,1022,715,3.55,571,0.794722222222222,3.81466666666667,0.964423700246337
868,4,"C","Hogar",117.655882352941,11.8,9.16666666666667,"Barrio Competido","UT_DENSIDAD","TRAIN",490000,0,298774.668,367.789208785205,2,20,0,0,0,103,0,0,"1903100010317","19","31","0317","Urbana","Nuevo León","Juárez",7,11,981,10.11,1662,1680,2821,3292,2229,476,152,813,2393,86,965,3292,1146,965,1145,964,3.41,678,0.922333891680625,1.47425256581883,0.98738792588165
868,4,"C","Hogar",117.655882352941,11.8,9.16666666666667,"Barrio Competido","UT_DENSIDAD","TRAIN",490000,0,298774.668,367.789208785205,2,20,0,0,0,103,0,0,"1903100010317","19","31","0317","Urbana","Nuevo León","Juárez",7,11,981,10.11,1662,1680,2821,3292,2229,476,152,813,2393,86,965,3292,1146,965,1145,964,3.41,678,0.56765873015873,0,1.05980626400696
198,4,"BC","Base",118,10,9.00887573964497,"Hogar Reunión","UT_TRAFICO_VEHICULAR","TRAIN",480000,85.7,731622.572857143,343.427237747159,7,4,3,1,1,231,0,0,"1903100010124","19","31","0124","Urbana","Nuevo León","Juárez",8,4,288,9.27,617,619,777,961,752,107,163,169,678,114,282,961,361,282,360,281,3.41,179,0.691750418760469,0,1.11081141661686
198,4,"BC","Base",118,10,9.00887573964497,"Hogar Reunión","UT_TRAFICO_VEHICULAR","TRAIN",480000,85.7,731622.572857143,343.427237747159,7,4,3,1,1,231,0,0,"1903100010124","19","31","0124","Urbana","Nuevo León","Juárez",8,4,288,9.27,617,619,777,961,752,107,163,169,678,114,282,961,361,282,360,281,3.41,179,3.17888888888889,0,0.816050823285362
163,4,"C","Base",114.24,12,11,"Hogar Reunión","UT_GAS_URBANA","TRAIN",480000,95.2,754404.612380952,101.72876718738,4,9,0,2,0,150,2,1,"1902600012031","19","26","2031","Urbana","Nuevo León","Guadalupe",9,6,2565,12.13,2324,2386,3494,4385,3465,728,421,710,3458,217,1227,4385,1393,1227,1373,1207,3.57,1080,1.62764804414228,1.3008110874872,0.871224640483809
759,4,"C","Hogar",109.079797979798,12.1102941176471,9.00887573964497,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,95.2,858905.471904762,436.992221756277,4,21,2,0,0,96,0,0,"1903100010054","19","31","0054","Urbana","Nuevo León","Juárez",10,9,514,10.35,802,813,1308,1531,1022,305,31,446,1068,15,481,1531,735,481,665,411,3.18,321,0.541856060606061,0,1.06221491460698
63,4,"D","Hogar",108.53,12,5,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,100,1381679.93333333,309.068768963013,4,25,0,0,0,200,0,0,"1903100011160","19","31","1160","Urbana","Nuevo León","Juárez",26,21,1109,9.56,2332,2370,3884,4915,2997,522,128,1650,3203,62,1420,4915,1864,1420,1824,1380,3.46,821,3.45875209380235,8.29267068273092,0.154279363419008
63,4,"D","Hogar",108.53,12,5,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,100,1381679.93333333,309.068768963013,4,25,0,0,0,200,0,0,"1903100011160","19","31","1160","Urbana","Nuevo León","Juárez",26,21,1109,9.56,2332,2370,3884,4915,2997,522,128,1650,3203,62,1420,4915,1864,1420,1824,1380,3.46,821,0.45849358974359,0,1.06999670885318
263,4,"C","Hogar",144.12,13,12,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,95.2,941785.179047619,531.042921973121,6,11,1,1,0,144,0,1,"1902600012258","19","26","2258","Urbana","Nuevo León","Guadalupe",0,6,412,10.58,535,543,834,1006,760,149,102,198,747,61,270,1006,288,270,286,268,3.73,220,0.532115706738822,1.70106065286788,1.04435261391328
67,4,"C","Receso",97.71,12,6,"Parada Técnica","UT_CARRETERA_GAS","TRAIN",516000,95.2,706266.073333333,827.66262626639,0,0,0,0,0,6,2,0,"1903100011866","19","31","1866","Urbana","Nuevo León","Juárez",26,34,1074,9.46,2479,2529,3603,4801,3017,500,123,1541,3211,49,1426,4801,1777,1426,1591,1240,3.37,899,4.76833333333333,0,0.667677946324387
741,4,"C","Hogar",109.079797979798,12.1102941176471,9.00887573964497,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,95.2,1001157.50571429,379.409302514133,9,7,2,1,1,156,0,0,"1903100010124","19","31","0124","Urbana","Nuevo León","Juárez",8,4,288,9.27,617,619,777,961,752,107,163,169,678,114,282,961,361,282,360,281,3.41,179,0.691750418760469,0,1.11081141661686
741,4,"C","Hogar",109.079797979798,12.1102941176471,9.00887573964497,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,95.2,1001157.50571429,379.409302514133,9,7,2,1,1,156,0,0,"1903100010124","19","31","0124","Urbana","Nuevo León","Juárez",8,4,288,9.27,617,619,777,961,752,107,163,169,678,114,282,961,361,282,360,281,3.41,179,3.17888888888889,0,0.816050823285362
68,4,"D","Hogar",102.87,13,7,"Hogar Reunión","UT_GAS_URBANA","TRAIN",490000,95.2,1095406.30619048,800.244198226752,2,5,0,0,0,83,2,1,"1903100010270","19","31","0270","Urbana","Nuevo León","Juárez",21,17,2187,11.12,2927,2951,4386,5688,3828,621,286,1574,3946,168,1661,5663,2228,1662,2204,1638,3.41,1204,1.70297619047619,8.17428571428571,0.794854698005223
751,4,"C","Hogar",109.079797979798,12.1102941176471,9.00887573964497,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,100,1258532.44619048,410.91832861694,0,20,1,0,0,62,0,0,"1903100011550","19","31","1550","Urbana","Nuevo León","Juárez",18,14,874,9.79,1414,1437,2307,3043,1944,551,54,997,2014,32,897,3043,1613,897,1394,678,3.39,531,0.56765873015873,0,1.05980626400696
69,4,"C","Hogar",101.82,12,7,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,95.2,975749.434761905,425.460161675228,7,12,0,0,0,93,0,0,"1903100451283","19","31","1283","Urbana","Nuevo León","Juárez",5,6,999,10.56,1637,1666,2666,3230,1945,286,88,1117,2065,48,862,3230,1115,862,1096,843,3.75,685,0.91698717948718,0,1.02719684049906
257,4,"C","Hogar",106,12,14,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,100,1165667.21714286,417.03445199138,6,7,0,1,0,117,0,0,"1902600011508","19","26","1508","Urbana","Nuevo León","Guadalupe",3,3,784,10.45,1005,1027,1588,1978,1470,251,250,422,1430,126,557,1978,620,557,604,541,3.55,410,0.864688023450586,0,1.07995554393305
257,4,"C","Hogar",106,12,14,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,100,1165667.21714286,417.03445199138,6,7,0,1,0,117,0,0,"1902600011508","19","26","1508","Urbana","Nuevo León","Guadalupe",3,3,784,10.45,1005,1027,1588,1978,1470,251,250,422,1430,126,557,1978,620,557,604,541,3.55,410,1.08371212121212,10.4036363636364,0.809306601605318
755,4,"C","Hogar",117.655882352941,11.8,9.16666666666667,"Barrio Competido","UT_DENSIDAD","TRAIN",490000,95.2,968145.1,342.096461209661,3,26,0,0,0,73,0,0,"1903100012084","19","31","2084","Urbana","Nuevo León","Juárez",17,21,618,9.28,1549,1629,2502,3304,2039,597,26,1069,2181,11,997,3304,2444,997,2284,837,3.31,388,2.30583472920156,0,0.822823271568041
755,4,"C","Hogar",117.655882352941,11.8,9.16666666666667,"Barrio Competido","UT_DENSIDAD","TRAIN",490000,95.2,968145.1,342.096461209661,3,26,0,0,0,73,0,0,"1903100012084","19","31","2084","Urbana","Nuevo León","Juárez",17,21,618,9.28,1549,1629,2502,3304,2039,597,26,1069,2181,11,997,3304,2444,997,2284,837,3.31,388,0.883024691358025,0,1.03036720111788
756,4,"C","Hogar",109.079797979798,12.1102941176471,9.00887573964497,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,95.2,809013.994285714,499.54935894869,0,8,0,0,0,15,0,0,"190310001004A","19","31","004A","Urbana","Nuevo León","Juárez",5,7,720,11.89,800,813,1284,1560,1040,252,34,464,1078,18,513,1560,912,513,836,437,3.04,275,1.32453703703704,0,0.989152513073166
758,4,"C","Base",112.663425925926,11.7731092436975,8.63934426229508,"Parada Técnica","UT_GAS_URBANA","TRAIN",480000,95.2,855585.608571429,263.918675889181,0,6,1,0,0,28,0,0,"1903100011809","19","31","1809","Urbana","Nuevo León","Juárez",0,7,296,10.98,313,313,538,714,462,60,16,227,476,11,220,714,292,220,279,207,3.25,164,2.38416666666667,0,0.89023726176585
76,4,"CD","Hogar",109.21,13,7,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,95.2,801236.214285714,347.582061011109,4,6,0,0,0,54,0,0,"1903103602173","19","31","2173","Urbana","Nuevo León","Juárez",32,28,1121,9.49,2643,2670,4279,5414,3361,574,114,1820,3532,59,1578,5414,1966,1578,1958,1570,3.43,980,1.70297619047619,0,0.953825637606268
62,4,"CD","Base",85.25,12,9,"Hogar Reunión","UT_DENSIDAD","TRAIN",480000,95.2,777538.812857143,483.872525285935,5,11,0,0,0,69,0,0,"1903100011048","19","31","1048","Urbana","Nuevo León","Juárez",10,7,553,10.3,803,809,1386,1756,1067,171,65,616,1093,47,498,1756,708,498,682,472,3.53,326,2.16742424242424,0,0.910469926805983
762,4,"C","Hogar",109.079797979798,12.1102941176471,9.00887573964497,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,95.2,927241.77,601.611481088209,8,26,0,0,0,130,0,0,"190310001100A","19","31","100A","Urbana","Nuevo León","Juárez",22,16,651,9.09,1685,1726,2937,3863,2362,414,117,1240,2558,61,1096,3863,1340,1096,1242,998,3.52,622,0.441512345679012,0,1.0715818891626
256,4,"C","Hogar",95,10,9.00887573964497,"Hogar Reunión","UT_TRAFICO_VEHICULAR","TRAIN",490000,95.2,723684.789047619,955.096253796318,2,5,2,0,0,43,0,1,"1903100010923","19","31","0923","Urbana","Nuevo León","Juárez",4,9,1226,10.45,1585,1624,2696,3296,2343,580,140,708,2511,77,881,3296,1061,881,1060,880,3.74,683,1.70297619047619,8.17428571428571,0.794854698005223
78,4,"CD","Hogar",115.44,13,9,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,100,855952.28047619,286.40653375667,2,13,0,0,0,89,0,0,"1903103572169","19","31","2169","Urbana","Nuevo León","Juárez",43,20,582,10.24,903,916,1712,2089,1271,172,45,735,1330,24,617,2089,841,617,815,591,3.39,443,2.0731884057971,2.48782608695652,0.870884277814418
85,4,"C","Receso",116.98,14,10,"Oficinistas","UT_DENSIDAD","TRAIN",516000,95.2,668727.822380952,454.044662378815,5,6,0,0,0,92,0,0,"1903100010143","19","31","0143","Urbana","Nuevo León","Juárez",4,0,173,10.14,188,189,336,488,389,46,125,82,311,95,156,479,243,157,242,156,3.07,91,4.61166945840313,3.68563141454708,0.20570581789201
85,4,"C","Receso",116.98,14,10,"Oficinistas","UT_DENSIDAD","TRAIN",516000,95.2,668727.822380952,454.044662378815,5,6,0,0,0,92,0,0,"1903100010143","19","31","0143","Urbana","Nuevo León","Juárez",4,0,173,10.14,188,189,336,488,389,46,125,82,311,95,156,479,243,157,242,156,3.07,91,3.66794871794872,0,0.770397630374293
776,4,"C","Hogar",107.050117647059,11.5164835164835,7.28571428571429,"Oficinistas","UT_DENSIDAD","TRAIN",490000,100,988001.14,373.90374033826,1,20,0,0,0,54,0,0,"1903100011480","19","31","1480","Urbana","Nuevo León","Juárez",10,10,281,10.35,436,441,655,819,572,172,4,232,586,33.5,254,819,428,254,376,202,3.22,96,1.25772803410994,1.00517220396738,0.953726973862957
776,4,"C","Hogar",107.050117647059,11.5164835164835,7.28571428571429,"Oficinistas","UT_DENSIDAD","TRAIN",490000,100,988001.14,373.90374033826,1,20,0,0,0,54,0,0,"1903100011480","19","31","1480","Urbana","Nuevo León","Juárez",10,10,281,10.35,436,441,655,819,572,172,4,232,586,33.5,254,819,428,254,376,202,3.22,96,0.56765873015873,0,1.05980626400696
86,4,"C","Hogar",116.12,12,9,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,100,1549884.42047619,432.416929796833,2,17,0,1,0,114,0,0,"1903100011832","19","31","1832","Urbana","Nuevo León","Juárez",24,20,1021,9.57,2189,2243,3519,4429,2822,508,117,1411,2959,59,1334,4429,1607,1334,1466,1193,3.32,870,0.494107441971763,1.57955632052018,1.0579156348732
86,4,"C","Hogar",116.12,12,9,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,100,1549884.42047619,432.416929796833,2,17,0,1,0,114,0,0,"1903100011832","19","31","1832","Urbana","Nuevo León","Juárez",24,20,1021,9.57,2189,2243,3519,4429,2822,508,117,1411,2959,59,1334,4429,1607,1334,1466,1193,3.32,870,0.662268518518519,0,1.05097454514024
89,4,"B","Hogar",115.77,12,9,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,95.2,779513.35047619,177.674094203889,2,3,1,0,0,54,0,0,"1903100010285","19","31","0285","Urbana","Nuevo León","Juárez",34,39,1385,9.17,3419,3502,5902,7418,4615,873,236,2304,4987,127,2071,7418,2499,2071,2402,1974,3.58,1168,0.988214883943527,3.15911264104035,0.88159636239433
89,4,"B","Hogar",115.77,12,9,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,95.2,779513.35047619,177.674094203889,2,3,1,0,0,54,0,0,"1903100010285","19","31","0285","Urbana","Nuevo León","Juárez",34,39,1385,9.17,3419,3502,5902,7418,4615,873,236,2304,4987,127,2071,7418,2499,2071,2402,1974,3.58,1168,2.64907407407407,0,0.865508448939021
778,4,"C","Base",117.655882352941,11.8,9.16666666666667,"Barrio Competido","UT_TRAFICO_VEHICULAR","TRAIN",480000,100,1049370.57047619,406.452685830044,1,11,2,1,0,71,0,0,"1903100010285","19","31","0285","Urbana","Nuevo León","Juárez",34,39,1385,9.17,3419,3502,5902,7418,4615,873,236,2304,4987,127,2071,7418,2499,2071,2402,1974,3.58,1168,0.988214883943527,3.15911264104035,0.88159636239433
778,4,"C","Base",117.655882352941,11.8,9.16666666666667,"Barrio Competido","UT_TRAFICO_VEHICULAR","TRAIN",480000,100,1049370.57047619,406.452685830044,1,11,2,1,0,71,0,0,"1903100010285","19","31","0285","Urbana","Nuevo León","Juárez",34,39,1385,9.17,3419,3502,5902,7418,4615,873,236,2304,4987,127,2071,7418,2499,2071,2402,1974,3.58,1168,2.64907407407407,0,0.865508448939021
781,4,"C","Hogar",89.47,13,9.00887573964497,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,81,599143.612857143,423.136397752471,4,20,0,0,0,108,0,0,"1902600011743","19","26","1743","Urbana","Nuevo León","Guadalupe",37,19,1603,8.91,3694,3817,5630,7461,5411,874,958,1704,5241,509,1867,7448,2076,1870,2055,1849,3.99,1185,0.614889261120417,0,1.12452513780966
781,4,"C","Hogar",89.47,13,9.00887573964497,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,81,599143.612857143,423.136397752471,4,20,0,0,0,108,0,0,"1902600011743","19","26","1743","Urbana","Nuevo León","Guadalupe",37,19,1603,8.91,3694,3817,5630,7461,5411,874,958,1704,5241,509,1867,7448,2076,1870,2055,1849,3.99,1185,0.627412280701754,0,1.05422833630166
96,4,"C","Base",92.45,11,10,"Hogar Reunión","UT_DENSIDAD","TRAIN",480000,100,1413159.97761905,443.580411491514,6,7,0,0,0,121,0,0,"1903100011048","19","31","1048","Urbana","Nuevo León","Juárez",10,7,553,10.3,803,809,1386,1756,1067,171,65,616,1093,47,498,1756,708,498,682,472,3.53,326,2.16742424242424,0,0.910469926805983
782,4,"C","Hogar",117.655882352941,11.8,9.16666666666667,"Barrio Competido","UT_DENSIDAD","TRAIN",490000,85.7,573683.643809524,831.710379622736,0,12,0,0,0,29,0,0,"1903100452099","19","31","2099","Urbana","Nuevo León","Juárez",9,6,316,9.39,707,720,1094,1486,921,270,18,506,971,9,431,1486,747,431,728,412,3.45,178,0.91698717948718,0,1.02719684049906
787,4,"C","Hogar",117.655882352941,11.8,9.16666666666667,"Barrio Competido","UT_DENSIDAD","TRAIN",490000,76.2,681493.691428571,627.812242950872,5,21,0,0,0,93,0,0,"1903103130425","19","31","0425","Urbana","Nuevo León","Juárez",22,18,385,8.63,1069,1097,1449,2246,1518,346,156,569,1586,88,588,2246,783,588,782,587,3.82,286,1.31761984525804,0,0.999142544046907
787,4,"C","Hogar",117.655882352941,11.8,9.16666666666667,"Barrio Competido","UT_DENSIDAD","TRAIN",490000,76.2,681493.691428571,627.812242950872,5,21,0,0,0,93,0,0,"1903103130425","19","31","0425","Urbana","Nuevo León","Juárez",22,18,385,8.63,1069,1097,1449,2246,1518,346,156,569,1586,88,588,2246,783,588,782,587,3.82,286,0.541856060606061,0,1.06221491460698
476,4,"C","Base",97.14,13,17,"Hogar Reunión","UT_GAS_URBANA","TRAIN",480000,95.2,886503.606190476,381.712397036183,0,11,0,1,0,65,1,0,"1902600011141","19","26","1141","Urbana","Nuevo León","Guadalupe",23,11,3379,10.96,4444,4571,7330,9036,6103,991,432,2570,6269,197,2549,9036,2908,2549,2795,2436,3.54,1950,0.922333891680625,0,1.06967025303845
573,4,"C","Hogar",109.079797979798,13,9.00887573964497,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,95.2,724722.618095238,441.505046915389,0,13,1,0,0,48,0,1,"1903103131599","19","31","1599","Urbana","Nuevo León","Juárez",5,3,403,9.82,806,816,1406,1713,1063,158,35,591,1105,17,492,1713,593,492,588,487,3.48,308,0.794722222222222,3.81466666666667,0.964423700246337
491,4,"B","Hogar",109.079797979798,13,9.00887573964497,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,95.2,1194862.06714286,549.6934794345,4,25,0,0,0,132,0,0,"1903103130406","19","31","0406","Urbana","Nuevo León","Juárez",19,16,328,8.55,884,905,1404,1911,1292,308,141,511,1296,97,496,1911,658,496,656,494,3.85,242,0.45849358974359,0,1.06999670885318
576,4,"C","Hogar",110.74,12,5,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,95.2,748892.797619048,175.339173768058,7,9,0,0,0,237,1,0,"1902600010730","19","26","0730","Urbana","Nuevo León","Guadalupe",15,14,1225,8.86,2331,2393,3615,4610,3538,545,992,898,2945,767,1220,4610,1339,1220,1334,1215,3.78,767,0.81382402207114,0,1.08903080060476
576,4,"C","Hogar",110.74,12,5,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,95.2,748892.797619048,175.339173768058,7,9,0,0,0,237,1,0,"1902600010730","19","26","0730","Urbana","Nuevo León","Guadalupe",15,14,1225,8.86,2331,2393,3615,4610,3538,545,992,898,2945,767,1220,4610,1339,1220,1334,1215,3.78,767,1.22264957264957,0,0.998663594929639
578,4,"C","Hogar",109.079797979798,13,9.00887573964497,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,95.2,930842.168095238,347.582061011109,0,15,0,0,0,83,0,0,"1903103131616","19","31","1616","Urbana","Nuevo León","Juárez",12,11,931,10.17,1591,1610,2618,3396,2057,313,75,1176,2184,36,937,3396,1163,937,1161,935,3.62,668,0.745052083333333,0,1.04324679113186
488,4,"B","Hogar",109.079797979798,13,9.00887573964497,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,95.2,701318.261904762,235.52319667906,7,14,0,0,0,153,0,0,"1903100451122","19","31","1122","Urbana","Nuevo León","Juárez",4,6,1096,9.89,2048,2107,3422,4196,2678,508,129,1213,2905,78,1123,4196,1355,1123,1347,1115,3.74,791,1.15291736460078,0,1.02852908946005
488,4,"B","Hogar",109.079797979798,13,9.00887573964497,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,95.2,701318.261904762,235.52319667906,7,14,0,0,0,153,0,0,"1903100451122","19","31","1122","Urbana","Nuevo León","Juárez",4,6,1096,9.89,2048,2107,3422,4196,2678,508,129,1213,2905,78,1123,4196,1355,1123,1347,1115,3.74,791,1.58944444444444,0,0.964423700246337
487,4,"B","Hogar",109.079797979798,13,9.00887573964497,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,95.2,867462.098571429,282.12149028292,3,15,0,0,0,161,0,0,"1903100450092","19","31","0092","Urbana","Nuevo León","Juárez",25,15,1955,10.05,2779,2846,4256,5801,4110,654,614,1408,4012,365,1573,5801,1923,1573,1897,1547,3.69,1082,3.45875209380235,2.76422356091031,0.462838090257023
487,4,"B","Hogar",109.079797979798,13,9.00887573964497,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,95.2,867462.098571429,282.12149028292,3,15,0,0,0,161,0,0,"1903100450092","19","31","0092","Urbana","Nuevo León","Juárez",25,15,1955,10.05,2779,2846,4256,5801,4110,654,614,1408,4012,365,1573,5801,1923,1573,1897,1547,3.69,1082,1.70297619047619,0,0.953825637606268
354,4,"C","Base",101,10,10,"Oficinistas","UT_GAS_URBANA","TRAIN",480000,100,1187819.0647619,295.364210129668,2,0,2,0,1,220,1,1,"1902600012510","19","26","2510","Urbana","Nuevo León","Guadalupe",3,6,2197,13.5,1706,1740,2842,3466,2531,471,269,722,2586,158,1010,3466,1179,1010,1176,1007,3.43,958,3.45875209380235,11.0568942436412,0
579,4,"C","Hogar",109.079797979798,12.1102941176471,9.00887573964497,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,95.2,704318.968571429,292.709153172396,8,23,0,0,0,208,0,0,"1903100011669","19","31","1669","Urbana","Nuevo León","Juárez",6,4,255,9.38,589,606,1002,1278,762,110,35,456,804,18,381,1278,495,381,478,364,3.35,202,0.496701388888889,0,1.06643005315701
478,4,"C","Hogar",78.49,11,8,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,95.2,1154737.32238095,441.747746878991,8,21,1,1,0,264,0,0,"1902600011743","19","26","1743","Urbana","Nuevo León","Guadalupe",37,19,1603,8.91,3694,3817,5630,7461,5411,874,958,1704,5241,509,1867,7448,2076,1870,2055,1849,3.99,1185,0.614889261120417,0,1.12452513780966
478,4,"C","Hogar",78.49,11,8,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,95.2,1154737.32238095,441.747746878991,8,21,1,1,0,264,0,0,"1902600011743","19","26","1743","Urbana","Nuevo León","Guadalupe",37,19,1603,8.91,3694,3817,5630,7461,5411,874,958,1704,5241,509,1867,7448,2076,1870,2055,1849,3.99,1185,0.627412280701754,0,1.05422833630166
477,4,"C","Hogar",109.079797979798,13,9.00887573964497,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,95.2,1059710.69809524,436.370377633086,0,5,0,0,0,37,0,1,"1903103572169","19","31","2169","Urbana","Nuevo León","Juárez",43,20,582,10.24,903,916,1712,2089,1271,172,45,735,1330,24,617,2089,841,617,815,591,3.39,443,2.0731884057971,2.48782608695652,0.870884277814418
325,4,"C","Hogar",103,10,9,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,100,1522253.67238095,276.484076208913,7,5,0,0,0,46,0,0,"1902600012671","19","26","2671","Urbana","Nuevo León","Guadalupe",4,0,999,14.07,812,821,1435,1647,1092,176,65,462,1153,32,464,1647,535,464,516,445,3.55,446,2.51545606821989,0,0.785422213769494
586,4,"C","Base",102.14,12,8.91304347826087,"Clásico","UT_TRAFICO_VEHICULAR","TRAIN",480000,90.5,640664.782857143,8.1991306378175,4,6,2,0,0,187,2,1,"1902600012313","19","26","2313","Urbana","Nuevo León","Guadalupe",5,8,678,9.31,1278,1317,1927,2567,1888,303,407,541,1757,269,729,2567,887,729,881,723,3.52,456,1.53722315280104,2.45708760969805,0.822823271568041
323,4,"C","Hogar",103,11,7,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,100,1488897.60714286,456.267798849624,8,6,0,0,1,152,0,0,"1902600012027","19","26","2027","Urbana","Nuevo León","Guadalupe",3,5,3460,12.62,2907,2996,4504,5601,4474,853,676,875,4402,324,1611,5601,1813,1611,1792,1590,3.48,1425,1.45631667107467,1.16388360459381,0.909436247522572
323,4,"C","Hogar",103,11,7,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,100,1488897.60714286,456.267798849624,8,6,0,0,1,152,0,0,"1902600012027","19","26","2027","Urbana","Nuevo León","Guadalupe",3,5,3460,12.62,2907,2996,4504,5601,4474,853,676,875,4402,324,1611,5601,1813,1611,1792,1590,3.48,1425,0.701225490196078,0,1.04733795501865
357,4,"C","Hogar",99.48,13,17,"Hogar Reunión","UT_GAS_URBANA","TRAIN",490000,95.2,1011428.45190476,510.289159716876,3,6,0,0,0,109,1,1,"1902600012332","19","26","2332","Urbana","Nuevo León","Guadalupe",12,15,1408,8.88,2792,2866,4015,5634,4132,680,898,1231,3857,546,1411,5634,1585,1411,1548,1374,3.99,942,0.864688023450586,2.76422356091031,0.925676180514047
469,4,"C","Base",110.53,13,12,"Parada Técnica","UT_DENSIDAD","TRAIN",480000,95.2,970750.510952381,605.964343320409,4,8,0,2,0,139,1,1,"190260001050A","19","26","050A","Urbana","Nuevo León","Guadalupe",5,6,770,10.96,977,994,1676,2022,1455,204,309,496,1310,216,588,2018,699,589,698,588,3.43,383,1.97642976788705,1.57955632052018,0.793436726154897
589,4,"C","Hogar",107.21,13,9.00887573964497,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,100,1157609.67571429,423.136397752471,1,1,0,1,0,54,0,1,"1902600010849","19","26","0849","Urbana","Nuevo León","Guadalupe",8,7,955,11.44,935,961,1557,1926,1495,253,278,357,1388,181,552,1857,808,556,797,545,3.36,452,2.30583472920156,1.84281570727354,0.719970362622036
466,4,"C","Hogar",77.01,11,5,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,28.6,448039.622380952,94.9476551230277,8,8,0,2,1,206,0,1,"1902600012027","19","26","2027","Urbana","Nuevo León","Guadalupe",3,5,3460,12.62,2907,2996,4504,5601,4474,853,676,875,4402,324,1611,5601,1813,1611,1792,1590,3.48,1425,1.45631667107467,1.16388360459381,0.909436247522572
466,4,"C","Hogar",77.01,11,5,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,28.6,448039.622380952,94.9476551230277,8,8,0,2,1,206,0,1,"1902600012027","19","26","2027","Urbana","Nuevo León","Guadalupe",3,5,3460,12.62,2907,2996,4504,5601,4474,853,676,875,4402,324,1611,5601,1813,1611,1792,1590,3.48,1425,0.701225490196078,0,1.04733795501865
463,4,"CD","Hogar",117.62,13,9,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,95.2,689104.968571429,653.469317000272,4,5,0,0,0,58,0,0,"1902600011122","19","26","1122","Urbana","Nuevo León","Guadalupe",14,14,2242,9.98,3594,3680,5242,6940,5124,836,766,1505,5049,386,1857,6940,2070,1857,2058,1845,3.74,1398,1.15291736460078,0,1.02852908946005
